user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time
cinthiaambrosiofl,cinthiaambrosiofl,precio de los labiales,0,0,1693154395,2023-08-27 11:39:55,moda,entusiasmo,22,2023-08-27 11:39:55
pam,pamwi12,que invasiva su publicidad!,0,0,1693154419,2023-08-27 11:40:19,moda,sorpresa,27,2023-08-27 11:40:19
   china * ely  ,elychina,@mila fernandez @magy ,0,0,1693154557,2023-08-27 11:42:37,moda,sorpresa,22,2023-08-27 11:42:37
vicky,victiasac,como lo consigo,0,0,1693154575,2023-08-27 11:42:55,moda,consulta,15,2023-08-27 11:42:55
cielomar,acielomarmlozano,donde le compro,0,1,1693154631,2023-08-27 11:43:51,moda,testimonio,15,2023-08-27 11:43:51
katherinmarca95,katherinmarca95,donde lo consigoooo,0,0,1693154703,2023-08-27 11:45:03,moda,consulta,19,2023-08-27 11:45:03
yecape.07 ojitos lindos 19,yecape.07,precio,0,0,1693154778,2023-08-27 11:46:18,moda,testimonio,6,2023-08-27 11:46:18
polos estampados,dannasophia25polos,yo tengo de los 2 y son buenos ,0,0,1693155011,2023-08-27 11:50:11,moda,satisfaccion,31,2023-08-27 11:50:11
analia leon,soyanalialeon,puede ser que en argentina tengan otros nombres los colores? compre uno color coy,0,0,1692453680,2023-08-19 09:01:20,moda,sorpresa,81,2023-08-19 09:01:20
user5439228682261,user5439228682261,sabes para manchas en la cara recomiendas cual,0,0,1693155370,2023-08-27 11:56:10,moda,decepcion,46,2023-08-27 11:56:10
user5439228682261,user5439228682261,para hidratar el rostro recomienda,0,0,1693155383,2023-08-27 11:56:23,moda,confusion,34,2023-08-27 11:56:23
giany ,giany_220,cual es mejor los vinil o mates,0,0,1693155592,2023-08-27 11:59:52,moda,confusion,31,2023-08-27 11:59:52
jessicamilagros94,jessicamilagros94,que marca son yo quiero,0,0,1693155729,2023-08-27 12:02:09,moda,confusion,23,2023-08-27 12:02:09
gusmishi,jiemenanan,"ya denuncie el video , remiti que no me aparezca e igual aparece que haaago",0,0,1693155737,2023-08-27 12:02:17,moda,entusiasmo,75,2023-08-27 12:02:17
lupe,lupeconp,"es pesimo, mancha y se desgrana",0,0,1692452660,2023-08-19 08:44:20,moda,sorpresa,31,2023-08-19 08:44:20
johana de de freitas,johanadedefreitas,no es tan cierto ,0,0,1692450608,2023-08-19 08:10:08,moda,entusiasmo,17,2023-08-19 08:10:08
ruth valenzuela alvaro,ruth.valenzuela.a,precio...para chincha,0,0,1693155980,2023-08-27 12:06:20,moda,consulta,21,2023-08-27 12:06:20
deysi sosa mejia,user114155464,precio?,0,0,1693155998,2023-08-27 12:06:38,moda,sorpresa,7,2023-08-27 12:06:38
 ,mbrillyth,@angely  ,0,0,1693156022,2023-08-27 12:07:02,moda,decepcion,9,2023-08-27 12:07:02
__,luhananitagonzales_,cuanto el 100 y el 115 ??,0,0,1693156024,2023-08-27 12:07:04,moda,sorpresa,25,2023-08-27 12:07:04
elena hoyos,elenahoyos8,no dura... lo q dice es mentira,0,0,1692450285,2023-08-19 08:04:45,moda,testimonio,31,2023-08-19 08:04:45
anto4556322,rony_45_20,,0,0,1693156062,2023-08-27 12:07:42,moda,confusion,3,2023-08-27 12:07:42
stephano,stephanomusica,@shadia ,0,0,1693156136,2023-08-27 12:08:56,moda,decepcion,8,2023-08-27 12:08:56
sandi ci nha,sandicinha,red hot,0,0,1692443189,2023-08-19 06:06:29,moda,queja,7,2023-08-19 06:06:29
abi ,abigahilhuancas99,a mi si me dura,0,0,1693156313,2023-08-27 12:11:53,moda,testimonio,15,2023-08-27 12:11:53
diana_rp04,diana_rp04,precio por favor,0,0,1693156333,2023-08-27 12:12:13,moda,entusiasmo,16,2023-08-27 12:12:13
jade ,tulokura640,@ ya sabes querida,0,0,1693156344,2023-08-27 12:12:24,moda,decepcion,18,2023-08-27 12:12:24
klauelivier,klauelivier,"no dura nada, no funciona como lo anuncian",0,0,1692426728,2023-08-19 01:32:08,moda,consulta,42,2023-08-19 01:32:08
esmeralda gonzales pisfil,esmeraldagonzales118,que lindo,0,0,1693156387,2023-08-27 12:13:07,moda,frustracion,9,2023-08-27 12:13:07
cinthia belito 28,cinthiabel28,yo quiero como los consigo,0,0,1693156406,2023-08-27 12:13:26,moda,consulta,26,2023-08-27 12:13:26
miss lucerito,elshowdemisslucerito,"lo tengo, recomendado",0,0,1693156628,2023-08-27 12:17:08,moda,decepcion,21,2023-08-27 12:17:08
sofia,yamilet.valladare2,precio,0,0,1693156649,2023-08-27 12:17:29,moda,queja,6,2023-08-27 12:17:29
mari,maritza_koolman,no sirve pa nada..yo lo use,0,0,1692425504,2023-08-19 01:11:44,moda,consulta,27,2023-08-19 01:11:44
alexandra perez,iamalexandraperez._,@leroy chumpitaz,0,1,1693156737,2023-08-27 12:18:57,moda,frustracion,16,2023-08-27 12:18:57
lisett ibanez,lisettia10,no pasa nada,0,0,1693156809,2023-08-27 12:20:09,moda,entusiasmo,12,2023-08-27 12:20:09
patricia gutierrez,dylb1jh4txei,"a mi me encanta su maquillaje de ojos, espectacular",0,0,1693156944,2023-08-27 12:22:24,moda,entusiasmo,51,2023-08-27 12:22:24
norma,gordita0824,precio x favor y donde lo ubico,0,0,1693156960,2023-08-27 12:22:40,moda,frustracion,31,2023-08-27 12:22:40
lidia tarazona ,lidiatarazonaarau,"disculpa, sus pruebas son con animales o no?",0,0,1693157050,2023-08-27 12:24:10,moda,decepcion,44,2023-08-27 12:24:10
milagros meza quispe,milagrosmezaquisp,yo quierooo,0,0,1693157318,2023-08-27 12:28:38,moda,sorpresa,11,2023-08-27 12:28:38
karen velasquez,sweetday_by_karen2,no pasa nada no se ve como la chica,0,0,1693157477,2023-08-27 12:31:17,moda,consulta,35,2023-08-27 12:31:17
arabella,thinkabtarabells,eso queee,0,0,1693157525,2023-08-27 12:32:05,moda,confusion,9,2023-08-27 12:32:05
cinthia,cinthiamauri24,informacion,0,0,1693157575,2023-08-27 12:32:55,moda,decepcion,11,2023-08-27 12:32:55
sol,maestrasol27,precio del 10,0,0,1693157578,2023-08-27 12:32:58,moda,satisfaccion,13,2023-08-27 12:32:58
reynaechevarriava,reynaechevarriava,q lindos me gustan,0,0,1693157601,2023-08-27 12:33:21,moda,entusiasmo,18,2023-08-27 12:33:21
zoilaperalta,zoilameramiel202103,no me gusto ninguno ,0,0,1693157680,2023-08-27 12:34:40,moda,confusion,20,2023-08-27 12:34:40
domii,domi_ar,"amooo esos labiales, recomendado!!!",0,0,1693157719,2023-08-27 12:35:19,moda,entusiasmo,35,2023-08-27 12:35:19
tu vanesita peje,tiktok.comyamiletpeje23,precio,0,0,1693157820,2023-08-27 12:37:00,moda,queja,6,2023-08-27 12:37:00
l&l,uwu_2000_2024,soy una nina no quiero el maquillaje ,0,0,1693157880,2023-08-27 12:38:00,moda,entusiasmo,37,2023-08-27 12:38:00
vani,vaninfetpcp,no es verdad,0,0,1692424851,2023-08-19 01:00:51,moda,entusiasmo,12,2023-08-19 01:00:51
ida garro,idagarro,con mercurio incluido  en los estudios realizados en peru ninguna de las reune requisitos para su uso por presencia de este metal pesado y peligroso,0,0,1693157957,2023-08-27 12:39:17,moda,decepcion,148,2023-08-27 12:39:17
 ,fiopioooo,si transfieren...,0,0,1693158034,2023-08-27 12:40:34,moda,consulta,17,2023-08-27 12:40:34
"""ayun"" de kuku",ayun_de_kuku,no funciona fue una decepcion ,0,0,1692424290,2023-08-19 00:51:30,moda,decepcion,30,2023-08-19 00:51:30
kimy,kimy.daniret,"a mi no me resulto de hecho no es que no dure, sino que el efecto es dificil de tener. y no es todo el tiempo gloss demora en secar... nose",0,0,1693158336,2023-08-27 12:45:36,moda,confusion,139,2023-08-27 12:45:36
lidia pascale,lidia_araya,malisimo,0,0,1692419728,2023-08-18 23:35:28,moda,decepcion,8,2023-08-18 23:35:28
liliana borda,lilianaborda5,donde lomconsigo,0,0,1693158464,2023-08-27 12:47:44,moda,sorpresa,16,2023-08-27 12:47:44
ale arriaga,alenikkkkkkk,"no duran nada, se siente todo pegajoso, y si transfiere nada q ver con lo q ofrecen",0,0,1693158474,2023-08-27 12:47:54,moda,testimonio,83,2023-08-27 12:47:54
maria alvarado gueva,mariaalvaradoguev,quiero 2 labiales,0,0,1693158550,2023-08-27 12:49:10,moda,confusion,17,2023-08-27 12:49:10
kellyrosmery,rosmiross936,donde queda su tienda,0,0,1693158566,2023-08-27 12:49:26,moda,queja,21,2023-08-27 12:49:26
janet bardales46,ylianabardales,precio?,0,0,1693158629,2023-08-27 12:50:29,moda,decepcion,7,2023-08-27 12:50:29
janetliliana96,janetliliana96,"me gustan, tengo dos pero cuando como si se desvanecen  o no se comer  los amo igual ",0,0,1693158643,2023-08-27 12:50:43,moda,consulta,85,2023-08-27 12:50:43
quetty nomas,quettynomas,quiero,0,0,1693158652,2023-08-27 12:50:52,moda,queja,6,2023-08-27 12:50:52
deni,deninayeli,es muy desagradable la sensacion y no dura nada.,0,0,1692419485,2023-08-18 23:31:25,moda,testimonio,48,2023-08-18 23:31:25
katherine pandia,katherinepandia20,bellos ,0,0,1693158854,2023-08-27 12:54:14,moda,consulta,7,2023-08-27 12:54:14
shey ibe,sheyctct,ay yo mirando mas sus ojos,0,0,1693158870,2023-08-27 12:54:30,moda,queja,26,2023-08-27 12:54:30
carlos andres,adriel.haziel,y cual es el precio??,0,0,1693158993,2023-08-27 12:56:33,moda,confusion,21,2023-08-27 12:56:33
analuzmirandasali,analuzmirandasali,es puro cuento pesimo no lo compren,0,0,1692416273,2023-08-18 22:37:53,moda,queja,35,2023-08-18 22:37:53
mar s.s.montesinos,mars.s.montesinos,@keyla espinoza @valeriaamez quiero,0,1,1693159077,2023-08-27 12:57:57,moda,entusiasmo,35,2023-08-27 12:57:57
eliven,elizabethventura61,lo puedes hacer sin filtrooooo,0,0,1693159109,2023-08-27 12:58:29,moda,sorpresa,30,2023-08-27 12:58:29
lili,lilianita___,yo kiero precio,0,0,1693159169,2023-08-27 12:59:29,moda,satisfaccion,15,2023-08-27 12:59:29
lumi mitsuri.,mitsuri_kitty_0,lindo,0,0,1693159219,2023-08-27 13:00:19,moda,queja,5,2023-08-27 13:00:19
luz alvaro,lalvarou2,ya aburre esta publicidad,0,0,1693159330,2023-08-27 13:02:10,moda,consulta,25,2023-08-27 13:02:10
d@nn@ pr,danna_perez007,me encanta el vinil es un lindo labial.. pero si es cierto no dura muchooo... me quedo con los mattes ink.,0,0,1693159340,2023-08-27 13:02:20,moda,entusiasmo,106,2023-08-27 13:02:20
art meraky,luzdeluna600,y cual es el precio ,0,0,1693159474,2023-08-27 13:04:34,moda,consulta,20,2023-08-27 13:04:34
rosa m. tebez,rosatebez,red hot como nombre de banda rockera.,0,0,1693159477,2023-08-27 13:04:37,moda,consulta,37,2023-08-27 13:04:37
art meraky,luzdeluna600,el tono 10 me encanto,0,0,1693159508,2023-08-27 13:05:08,moda,entusiasmo,21,2023-08-27 13:05:08
ana,anavillarreal279,precio,0,0,1693159587,2023-08-27 13:06:27,moda,sorpresa,6,2023-08-27 13:06:27
soytuexbb,soytuexbb,mejor compren kos beauty,0,0,1693159643,2023-08-27 13:07:23,moda,sorpresa,24,2023-08-27 13:07:23
anie saldarriaga,aniesaldarriaga,no tiene ese brillo como el del comercial pura estafa,0,0,1693159669,2023-08-27 13:07:49,moda,consulta,53,2023-08-27 13:07:49
! cami (andrea's version),hzxpsxhx,pense que el labial mas viral de tt era nivea,0,2,1693159669,2023-08-27 13:07:49,moda,entusiasmo,45,2023-08-27 13:07:49
elita,pelicano039,los revlon mate no manchan tu vaso y si muy elegantes. los prefiero.,0,1,1693159725,2023-08-27 13:08:45,moda,entusiasmo,68,2023-08-27 13:08:45
olgaabantoservan,olgaabantoservan,malas....no pasa nada,0,0,1693160132,2023-08-27 13:15:32,moda,decepcion,21,2023-08-27 13:15:32
mely yanis,melyaniss,me aburreeste comercial no m lo pongan,0,0,1693160220,2023-08-27 13:17:00,moda,consulta,38,2023-08-27 13:17:00
adrianita ,matilu241707,encantador,0,0,1693160289,2023-08-27 13:18:09,moda,confusion,10,2023-08-27 13:18:09
johana vargas m,johanavargasm,"son malos, no son larga duracion, se van al primer roce",0,0,1692415099,2023-08-18 22:18:19,moda,decepcion,55,2023-08-18 22:18:19
liz,lizcr09,sacaron catalogo? de esa marca?,0,0,1693160710,2023-08-27 13:25:10,moda,confusion,31,2023-08-27 13:25:10
kasandra,kasandra1234611,ni uno se parece al de la primera modelo osea falso ,0,0,1693160779,2023-08-27 13:26:19,moda,testimonio,52,2023-08-27 13:26:19
mery paredes95,meryh.dios,precio y donde lo venden,0,0,1693160861,2023-08-27 13:27:41,moda,sorpresa,24,2023-08-27 13:27:41
rogerayachipinedo,rogerayachipinedo,hola ,0,0,1693160912,2023-08-27 13:28:32,moda,decepcion,5,2023-08-27 13:28:32
luis taczaa,luistaczaa,100,0,0,1693161044,2023-08-27 13:30:44,moda,queja,3,2023-08-27 13:30:44
 ,kellybartra_3,lo ideal seria que lo roses mas los labio con la muneca y no solo toque porque no dura nada no mientan por favor,0,0,1693161089,2023-08-27 13:31:29,moda,testimonio,112,2023-08-27 13:31:29
rebeca rosas335,rebecarosas165,"me encanta donde los
compro ",0,0,1693161090,2023-08-27 13:31:30,moda,entusiasmo,28,2023-08-27 13:31:30
milalolamama,sandra.mila.20,muy malooooi,0,0,1692413211,2023-08-18 21:46:51,moda,decepcion,12,2023-08-18 21:46:51
j@nne,motherjanne,"mentira,ya use y ni uno sirve",0,0,1693161436,2023-08-27 13:37:16,moda,consulta,29,2023-08-27 13:37:16
mireya garcia377,user9039427343793,no duran nada,0,0,1692409571,2023-08-18 20:46:11,moda,testimonio,13,2023-08-18 20:46:11
maricucha,marayabar7,precio,0,0,1693161510,2023-08-27 13:38:30,moda,entusiasmo,6,2023-08-27 13:38:30
shirleyriverat,shirley_rivera_t,cuanto esta y donde los compro,0,0,1693161564,2023-08-27 13:39:24,moda,consulta,30,2023-08-27 13:39:24
kate,kaluhipe,samira@samira,0,0,1693161621,2023-08-27 13:40:21,moda,queja,13,2023-08-27 13:40:21
iris moreno 422,irisquta,no sirve.,0,0,1692409367,2023-08-18 20:42:47,moda,consulta,9,2023-08-18 20:42:47
hyatt,soojin805,donde los consigo me encanta ,0,0,1693161850,2023-08-27 13:44:10,moda,consulta,29,2023-08-27 13:44:10
.,s.q.c.a,o0 el oje,0,0,1693161875,2023-08-27 13:44:35,moda,satisfaccion,9,2023-08-27 13:44:35
yemira acero ,yemiraacero_15,"todo por hacer publicidad, dinero y no duran los labiales",0,0,1693161965,2023-08-27 13:46:05,moda,testimonio,57,2023-08-27 13:46:05
negra,user73233520615323,"no son tan maravillosos,pense que eran mejor",0,0,1692408519,2023-08-18 20:28:39,moda,testimonio,44,2023-08-18 20:28:39
catherine del villar,catherine.del.vil,que bonito,0,0,1693162156,2023-08-27 13:49:16,moda,decepcion,10,2023-08-27 13:49:16
epifania huachez rojas,epifaniahuachezro,m interesa,0,0,1693162176,2023-08-27 13:49:36,moda,queja,10,2023-08-27 13:49:36
clara_rengifo,clara_rengifo,y yo aqui tengo ninguno ,0,0,1693162179,2023-08-27 13:49:39,moda,queja,24,2023-08-27 13:49:39
(felix's version),_tu_mama_chayan.0,odio este comercial,0,0,1693162339,2023-08-27 13:52:19,moda,frustracion,19,2023-08-27 13:52:19
astmy c. r.,astmycr,esos labiales no duran absolutamente nada!! todos se salen de inmediato,0,0,1693162468,2023-08-27 13:54:28,moda,testimonio,71,2023-08-27 13:54:28
carolina laban,carolinalabanoficial,,0,0,1693162538,2023-08-27 13:55:38,moda,confusion,3,2023-08-27 13:55:38
rosarioramirez13,rosarioramirez13,me. gusta,0,0,1693162587,2023-08-27 13:56:27,moda,decepcion,9,2023-08-27 13:56:27
melanie carlos,melcarlos20,su cara se ve tan cansada ,0,0,1693162612,2023-08-27 13:56:52,moda,decepcion,26,2023-08-27 13:56:52
jim cayro armejo,raynor1277,"si, los hacen con cochinilla y excremento de cerdo.",0,0,1693162615,2023-08-27 13:56:55,moda,queja,51,2023-08-27 13:56:55
selenasteves4,selenasteves4,lo malo es que cuando doy comprar no sale el numero del color.,0,0,1693162728,2023-08-27 13:58:48,moda,decepcion,62,2023-08-27 13:58:48
lore.vas,lore.vaslorenita,no dura mucho,0,0,1692408098,2023-08-18 20:21:38,moda,testimonio,13,2023-08-18 20:21:38
geny_hern,geny_hern,yo: a ver si me compro uno / gente normal: tengo 8 de estos,0,0,1693162886,2023-08-27 14:01:26,moda,decepcion,59,2023-08-27 14:01:26
yolanda rosales mora,yolandarosalesmorales,precio x favor,0,0,1693163204,2023-08-27 14:06:44,moda,queja,14,2023-08-27 14:06:44
mariaysabelespinoza0,ysabel010120,"es todo un engano, el color se te sale en primer uso",0,0,1692406022,2023-08-18 19:47:02,moda,entusiasmo,52,2023-08-18 19:47:02
lois,cml767,"no me gusta muy brilloso 
me quedo con el mate",0,0,1693163380,2023-08-27 14:09:40,moda,entusiasmo,46,2023-08-27 14:09:40
smoyapradel,shir_mp,ay todos te quedan preciosooosss,0,0,1692405615,2023-08-18 19:40:15,moda,consulta,32,2023-08-18 19:40:15
yanna.v50,yanna.v50,precio??,0,0,1693163626,2023-08-27 14:13:46,moda,frustracion,8,2023-08-27 14:13:46
baciealva,baciealva,y si son de larga duracion y no salen...como te los limpiaste para probar los 8 labiales?,0,0,1693163716,2023-08-27 14:15:16,moda,consulta,89,2023-08-27 14:15:16
ken rodriguez,kenrodriguez04,,0,0,1693163878,2023-08-27 14:17:58,moda,confusion,3,2023-08-27 14:17:58
renal nursing veronica martine,vero21020,,0,0,1693164015,2023-08-27 14:20:15,moda,frustracion,3,2023-08-27 14:20:15
jesus adelina bocane,jesusadelinabocanegra,yo los vendo 38so originales,0,0,1693164210,2023-08-27 14:23:30,moda,queja,28,2023-08-27 14:23:30
yolanda suarez505,yolisuarez1949,no dura nada! es mentira,0,0,1692403375,2023-08-18 19:02:55,moda,testimonio,24,2023-08-18 19:02:55
lilibeth ruis,ruisdiaz987,"no recomiendo, a la semana pierde el color",0,0,1693164266,2023-08-27 14:24:26,moda,satisfaccion,42,2023-08-27 14:24:26
gipsy ly,gipsyly,precio,0,0,1693164326,2023-08-27 14:25:26,moda,satisfaccion,6,2023-08-27 14:25:26
velinda_cruz,velinda_cruz,quiero el lippy,0,0,1693164534,2023-08-27 14:28:54,moda,consulta,15,2023-08-27 14:28:54
joannasanhueza86,joannasanhueza86,yo tengo uno y se va rapido no funciona y no dura nada,0,0,1692402706,2023-08-18 18:51:46,moda,decepcion,54,2023-08-18 18:51:46
tams12x12,tams12x12,,0,0,1693164575,2023-08-27 14:29:35,moda,sorpresa,3,2023-08-27 14:29:35
eldaef,elesfum,no dura,0,0,1692399548,2023-08-18 17:59:08,moda,testimonio,7,2023-08-18 17:59:08
cris olmos,cristinaolmosss,"estas usando los mate, no como el video de referencia creo que no estas usando el mismo producto",0,0,1693165096,2023-08-27 14:38:16,moda,consulta,96,2023-08-27 14:38:16
tabita,tabitadetoxvd,no queda como tal....,0,0,1693165147,2023-08-27 14:39:07,moda,consulta,21,2023-08-27 14:39:07
jesusa paullo,jesusapaullo,precio por favor gracias bendiciones,0,0,1693165195,2023-08-27 14:39:55,moda,consulta,36,2023-08-27 14:39:55
herreramy,user9805368547384,,0,0,1693165377,2023-08-27 14:42:57,moda,decepcion,3,2023-08-27 14:42:57
gio,luckylu797,que bonitosss,0,0,1693165476,2023-08-27 14:44:36,moda,sorpresa,13,2023-08-27 14:44:36
kennita cohaila,kennitacohaila,"no mana, no es cierto nada lo que dices, el brillo no dura, asi lo sacudas mas de 5 segundos, no pasa nada.el mate ink ese si es buenos de buenos",0,0,1693165706,2023-08-27 14:48:26,moda,testimonio,145,2023-08-27 14:48:26
carolasan472,carolasan472,"hace poco compre 2 y no dura mucho, se sale todo... mala inversion en estos labiales ",0,0,1693165720,2023-08-27 14:48:40,moda,decepcion,85,2023-08-27 14:48:40
maria esther calle saavedra,user5045212814006,como hago para hacer pedidos xfabor,0,0,1693166138,2023-08-27 14:55:38,moda,consulta,35,2023-08-27 14:55:38
edith,edithmifa,son lindos....pero...contienen plomo??,0,0,1693166241,2023-08-27 14:57:21,moda,confusion,38,2023-08-27 14:57:21
yamirmontenegro30,yamirmontenegro30,lindos,0,0,1693166326,2023-08-27 14:58:46,moda,consulta,6,2023-08-27 14:58:46
shey ,sheidy0,viral??,0,0,1693166329,2023-08-27 14:58:49,moda,queja,7,2023-08-27 14:58:49
karol.g,carolina.gamboa081323,donde comprar,0,0,1693166364,2023-08-27 14:59:24,moda,consulta,13,2023-08-27 14:59:24
claudia zuloeta,claudiazulr,al fin! los mate ya estan quedando atras aunque siempre regresamos donde fuimos felices ,0,0,1693166422,2023-08-27 15:00:22,moda,entusiasmo,88,2023-08-27 15:00:22
eulaliaastetegarc,eulaliaastetegarc,el tono 120..precio,0,0,1693166485,2023-08-27 15:01:25,moda,decepcion,19,2023-08-27 15:01:25
luana,luanix_bonita,luana,0,0,1693166487,2023-08-27 15:01:27,moda,decepcion,5,2023-08-27 15:01:27
arleth,aligdomexpro,@veradubal,0,0,1693166549,2023-08-27 15:02:29,moda,confusion,10,2023-08-27 15:02:29
eulaliaastetegarc,eulaliaastetegarc,el 120 es mate ?,0,0,1693166550,2023-08-27 15:02:30,moda,sorpresa,16,2023-08-27 15:02:30
eulaliaastetegarc,eulaliaastetegarc,dura ??,0,0,1693166556,2023-08-27 15:02:36,moda,testimonio,7,2023-08-27 15:02:36
diana15,disilbor,nada de nada,0,0,1692399180,2023-08-18 17:53:00,moda,testimonio,12,2023-08-18 17:53:00
karen ramirez,karenramirezville,precios,0,0,1692391111,2023-08-18 15:38:31,moda,sorpresa,7,2023-08-18 15:38:31
ana maria moreto gut,nomvelasco,su costo y donde lo encuentro,0,0,1693166752,2023-08-27 15:05:52,moda,testimonio,29,2023-08-27 15:05:52
roy ccama,royccama,ya estoy aburrido de esta publicidad!,0,0,1693166764,2023-08-27 15:06:04,moda,confusion,37,2023-08-27 15:06:04
felicidadmoracavi,caviedesmora,precio,0,0,1692385576,2023-08-18 14:06:16,moda,sorpresa,6,2023-08-18 14:06:16
alicia coa tonconi,aliciacoatonconi,precio,0,0,1693167238,2023-08-27 15:13:58,moda,satisfaccion,6,2023-08-27 15:13:58
alexandra cassana ,a.cassana,yo tengo todos y son preciosos la verdad  no se como pueden decir que no les dura nada! yo creo que se lo aplican mal,0,0,1693167649,2023-08-27 15:20:49,moda,decepcion,117,2023-08-27 15:20:49
demipatronjeshua,kendra_diazm17,@la unica grenita,0,0,1693167978,2023-08-27 15:26:18,moda,frustracion,17,2023-08-27 15:26:18
celia,celia.m.o,si transfiere...,0,0,1692384496,2023-08-18 13:48:16,moda,decepcion,16,2023-08-18 13:48:16
gina la gatita,ginaginitas,es de larga duracion,0,0,1693168080,2023-08-27 15:28:00,moda,testimonio,20,2023-08-27 15:28:00
ale,aleortiz097,me aburre esta huevada cada rato me aparece al inicio,0,0,1693168233,2023-08-27 15:30:33,moda,queja,53,2023-08-27 15:30:33
tiffani vanessa bzan,tiffanivanessabza,lo tengo y me encanta,0,0,1693168264,2023-08-27 15:31:04,moda,entusiasmo,21,2023-08-27 15:31:04
