user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time,word_count,bert_sentiment
"Tienda Virtual ""S A""",www.modassara,Ami Me encanta Nutrivela,0,0,1634446557,2021-10-16 23:55:57,belleza-y-cuidado,satisfaccion,24,2021-10-16 23:55:57,4,neutral
ascaniodilma,ascaniodilma,estos productos solo se usan maximo 3 a 2 veces al mes🧏‍♀️todos los cabellos son muy diferentes y actuan muy tenson a la nutribela,0,0,1634446787,2021-10-16 23:59:47,belleza-y-cuidado,testimonio,130,2021-10-16 23:59:47,24,neutral
anamilenaperezlun1,anamilenaperezlun1,Amo estos productos yo me hago mechas en mi cabello lo tengo rizado y la verdad q nunca me lo.adañado y mi rizos y cepillado estan suaves mi cabello,0,0,1634446814,2021-10-17 00:00:14,belleza-y-cuidado,satisfaccion,148,2021-10-17 00:00:14,29,neutral
Marcela Bejarano,marcelabejarano7,"No a todas lea funciona igual, y hay que saberlo Usar, yo lo usé, recupero mi cabello, solo lo uso cuando tengo el cabello maltratado, y es lo mejor",0,0,1634447093,2021-10-17 00:04:53,belleza-y-cuidado,satisfaccion,148,2021-10-17 00:04:53,29,neutral
Mel Roncal,munay.arcoiris,,0,0,1634452141,2021-10-17 01:29:01,belleza-y-cuidado,testimonio,10,2021-10-17 01:29:01,0,neutral
💎 𝙉𝙖𝙩𝙝𝙖𝙡𝙮 𝙈𝙤𝙧𝙖 💎,nathalyjm11,"Hizo que se me caiga full el cabello 🥺, deje de usarlo y para de caerse",0,0,1634453135,2021-10-17 01:45:35,belleza-y-cuidado,frustracion,71,2021-10-17 01:45:35,16,neutral
Day,12dayr,"a mí en lo personal me fue super mal con nutribela, me salió mucha mucha caspa el pelo se me volvió súper grasoso 🥺",0,0,1634468016,2021-10-17 05:53:36,belleza-y-cuidado,testimonio,115,2021-10-17 05:53:36,24,neutral
lucero,varillaslucerito1,la verdad yo la use y me dejó wooo.. pero empezó a salirme videos en para ti así como este y lo dejé... solo por precaución.,0,0,1634501617,2021-10-17 15:13:37,belleza-y-cuidado,confusion,124,2021-10-17 15:13:37,26,neutral
Teresa✨,teresa67_9,gracias por el dato!!!,0,0,1634606917,2021-10-18 20:28:37,belleza-y-cuidado,testimonio,22,2021-10-18 20:28:37,4,positive
Dayana,dazchacon,,0,0,1634665062,2021-10-19 12:37:42,belleza-y-cuidado,testimonio,25,2021-10-19 12:37:42,0,neutral
Amelia Ortega,ameliaortega39,y el acondicionador de savital?,0,1,1634680880,2021-10-19 17:01:20,belleza-y-cuidado,testimonio,31,2021-10-19 17:01:20,5,neutral
dyrbrv04n7ei,dyrbrv04n7ei,Gracias por la información🥰,0,0,1634700976,2021-10-19 22:36:16,belleza-y-cuidado,satisfaccion,27,2021-10-19 22:36:16,4,positive
Nani 💌,danielaa_c222,Cual nos recomiendas+??,0,0,1634707060,2021-10-20 00:17:40,belleza-y-cuidado,consulta,23,2021-10-20 00:17:40,3,neutral
Emilis_eileen✨,emilis_eileen,"Bueno yo la usaba regularmente, pero mis puntas se volvieron un caos ah claro que sí siempre me quedaba brilloso, suave y todo eso, pero luego caí en",0,0,1634708096,2021-10-20 00:34:56,belleza-y-cuidado,testimonio,149,2021-10-20 00:34:56,28,neutral
sofia c.,sofiac983,"totalmente, mi cabello era suave y más suelto desde que me aplique ese tratamiento de nutribela lo tengo súper opaco seco",0,1,1633898178,2021-10-10 15:36:18,belleza-y-cuidado,testimonio,121,2021-10-10 15:36:18,21,neutral
Pctcristal,pctcristal,Es demasiado bueno para mí,0,0,1634710774,2021-10-20 01:19:34,belleza-y-cuidado,satisfaccion,26,2021-10-20 01:19:34,5,neutral
Angie Lorena,angielorena592,"jajaj estas informando? eso no es informar, eso es hablar mal del producto lo que haces no se llama informar nutribela es super🥰",0,0,1634741397,2021-10-20 09:49:57,belleza-y-cuidado,testimonio,128,2021-10-20 09:49:57,23,positive
Nayo 🦋,nayo.peralta24,：Es súper buena yo me la pongo después del baño como crema de peinar les juro me ayudo con puntas abiertas y me crecio un buen ❤️,0,0,1634741990,2021-10-20 09:59:50,belleza-y-cuidado,testimonio,141,2021-10-20 09:59:50,27,positive
galleta930,heidylorenagiraldovasco,hola nueva seguidora podrías hacer una sobre el aclarador de resplandece,0,0,1634743996,2021-10-20 10:33:16,belleza-y-cuidado,queja,72,2021-10-20 10:33:16,11,neutral
Angie K Tiempos Cárdenas,tiempos19a,"yo opino que cada quien puede hablar de los productos desde su propio testimonio, así este compuesto de x o y químicos.",0,0,1634744056,2021-10-20 10:34:16,belleza-y-cuidado,testimonio,119,2021-10-20 10:34:16,22,neutral
Mag_xx,_ange_m777,.g156 :((,0,0,1634745974,2021-10-20 11:06:14,belleza-y-cuidado,decepcion,19,2021-10-20 11:06:14,2,negative
Barbara,jeniretk,es cierto,0,0,1634746376,2021-10-20 11:12:56,belleza-y-cuidado,testimonio,9,2021-10-20 11:12:56,2,neutral
Génesis😘,hellosoygene,"a mi también también me paso lo mismo, por esa misma razón lo dejé de usar, me coloca el pelo muy reseco 🥺.",0,0,1634747359,2021-10-20 11:29:19,belleza-y-cuidado,testimonio,107,2021-10-20 11:29:19,23,neutral
Fernanda🎀,fernandarios425,Primer día que lo probé medio fue caspa,0,1,1633897914,2021-10-10 15:31:54,belleza-y-cuidado,frustracion,39,2021-10-10 15:31:54,8,neutral
CySam0208,cysam0208,La verdad yo empecé a utilizarlo y lo mejor es que lo mezclo con aceites para mejorar las hebras del cabello y esta super sano con más brillo!,0,0,1634751551,2021-10-20 12:39:11,belleza-y-cuidado,satisfaccion,142,2021-10-20 12:39:11,28,positive
Mai ❤️,maiaurimar,Ya decía yo 😳,0,0,1634754605,2021-10-20 13:30:05,belleza-y-cuidado,entusiasmo,13,2021-10-20 13:30:05,4,neutral
B R E N   S U P,neciosupbren,Que puedo usar para reemplazar este producto,0,0,1634755477,2021-10-20 13:44:37,belleza-y-cuidado,testimonio,44,2021-10-20 13:44:37,7,neutral
Mirla,mirla_g,A mi me funciona. Cada dia tengo el pelo super.,0,0,1634763874,2021-10-20 16:04:34,belleza-y-cuidado,entusiasmo,47,2021-10-20 16:04:34,10,neutral
user6105931614892,yanber07,no opino lo mismo a mi me cae super bien,0,0,1634770936,2021-10-20 18:02:16,belleza-y-cuidado,entusiasmo,40,2021-10-20 18:02:16,10,neutral
morenita 💜,eylu2911,a mi me funciona muy bien,0,0,1634771391,2021-10-20 18:09:51,belleza-y-cuidado,queja,25,2021-10-20 18:09:51,6,neutral
Suge,suge0_,"Pero que recomiendas entonces, soluciones por favor 🥺",0,0,1634786780,2021-10-20 22:26:20,belleza-y-cuidado,consulta,53,2021-10-20 22:26:20,8,positive
__rmariel,__rmariel,!!!,0,0,1634802593,2021-10-21 02:49:53,belleza-y-cuidado,entusiasmo,18,2021-10-21 02:49:53,1,neutral
Fiorella Juliano Tel,fiorellajuliano,.dakota,0,0,1634831280,2021-10-21 10:48:00,belleza-y-cuidado,entusiasmo,13,2021-10-21 10:48:00,1,neutral
@soy juancho,juancho_nacional,oiganlaaa es lo mejorrrrr nutribela me arreglo al 100 mi cabello me creciooo bastante amooooo nutribela🥰,0,0,1634851247,2021-10-21 16:20:47,belleza-y-cuidado,testimonio,104,2021-10-21 16:20:47,16,positive
•𝙼 𝙴 𝙽 𝙰•,xmn.08,"Pues para mi es verdad, a mi me hace caer mucho el cabello",0,0,1634873353,2021-10-21 22:29:13,belleza-y-cuidado,entusiasmo,58,2021-10-21 22:29:13,13,neutral
Sweet✨🧿🐾🎴,www96mm,A mi me paso las primeras veces que lo use era mágico pero hoy en día tengo el cabello reseco y las puntas maltratadas y se enreda muy fácil,0,0,1634923963,2021-10-22 12:32:43,belleza-y-cuidado,entusiasmo,140,2021-10-22 12:32:43,29,neutral
El Kleiver,luisbadillomelendez2003,si es verdad lo deje de usar por eso no ayudo en nada más bien se me está cayendo el cabello,0,0,1634939837,2021-10-22 16:57:17,belleza-y-cuidado,entusiasmo,92,2021-10-22 16:57:17,21,neutral
Rudy,beru0194,Cuál si recomiendas para cabello decolorado?,0,0,1635003786,2021-10-23 10:43:06,belleza-y-cuidado,consulta,44,2021-10-23 10:43:06,6,neutral
💘,milagamezm,"no me ha pasado nada de lo que dijo en el video, no todos los cabellos son iguales, no entiendo 😅",0,0,1635025020,2021-10-23 16:37:00,belleza-y-cuidado,entusiasmo,97,2021-10-23 16:37:00,21,neutral
Yurii🍓,lugoyuri,si me ha pasado por eso no lo uso 💯,0,0,1635033597,2021-10-23 18:59:57,belleza-y-cuidado,entusiasmo,35,2021-10-23 18:59:57,10,neutral
Yurii🍓,lugoyuri,incluso seme estaba callendo,0,0,1635033636,2021-10-23 19:00:36,belleza-y-cuidado,entusiasmo,28,2021-10-23 19:00:36,4,neutral
Solo soy yo,only_one.person,att: fia,0,0,1635053439,2021-10-24 00:30:39,belleza-y-cuidado,entusiasmo,24,2021-10-24 00:30:39,2,neutral
Paola Echeverry Makeup,paolaecheverrymakeup,"😳 Ahora entiendo todo. La primera vez divino el cabello, luego seco, sin brillo, las puntas feas, y sin vida 🥺",0,0,1635089452,2021-10-24 10:30:52,belleza-y-cuidado,entusiasmo,110,2021-10-24 10:30:52,21,neutral
SINDY PSIQUEART,sindypsiqueart,"hola linda, me podrías regalar el nombre del buscador o link web que utilizada, a mi también me gusta investigar los ingredientes de cada producto 🥰",0,0,1635098628,2021-10-24 13:03:48,belleza-y-cuidado,entusiasmo,148,2021-10-24 13:03:48,26,positive
Sarai Endara,saraiendara,a mi.me ncanta lo amo me desenrefa el cabello y parece que me pasara secador,0,0,1635098974,2021-10-24 13:09:34,belleza-y-cuidado,entusiasmo,76,2021-10-24 13:09:34,15,neutral
Maria Francia Martin,mariafrancia08_,Empecé a seguirte en ig pero esta tu perfil privado,0,1,1633897449,2021-10-10 15:24:09,belleza-y-cuidado,testimonio,51,2021-10-10 15:24:09,10,neutral
Manuel,tutancamon010203,"Bueno, creo que no a todas les va igual, en mi casa ha hecho un cambio drástico h tengo más de un año aplicandolo me ha ido muy bien",0,0,1635105420,2021-10-24 14:57:00,belleza-y-cuidado,testimonio,132,2021-10-24 14:57:00,29,neutral
Leidy Lorena Quinter,leidylorenaquinte5,es lo único que me mantiene el cabello maso 😂,0,0,1635115148,2021-10-24 17:39:08,belleza-y-cuidado,entusiasmo,45,2021-10-24 17:39:08,10,neutral
Wendy 💜 memes 😜,wendycolina3,no la uses tu pero deja de informar y decir q no las utilicen tengo 10 meses de uso y me ha fortalecido mucho el cabello y me ha crecido como nunk,0,0,1635116207,2021-10-24 17:56:47,belleza-y-cuidado,entusiasmo,146,2021-10-24 17:56:47,32,neutral
fiorella942,fiorella942,Entonces cuál recomiendas,0,0,1635117644,2021-10-24 18:20:44,belleza-y-cuidado,consulta,25,2021-10-24 18:20:44,3,neutral
𝛥𝑙𝜀𝑗𝛼𝜋𝜕𝑟𝛼👩🏼‍🦰🧸,jessalejaff2515,ve que raro a mi me tiene el cabello divinooooooo🥰🥰🥰🥰🥰🥰,0,0,1635121307,2021-10-24 19:21:47,belleza-y-cuidado,entusiasmo,55,2021-10-24 19:21:47,10,positive
delvallenorelbys,delvallenorelbys,yo uso vinagre de manzana me queda suave sedoso y brillante quita y quita la caspa,0,0,1635124385,2021-10-24 20:13:05,belleza-y-cuidado,entusiasmo,82,2021-10-24 20:13:05,16,neutral
delvallenorelbys,delvallenorelbys,usa vinagre de manzana es muy bueno. quita la grasa y la caspa.,0,0,1635124462,2021-10-24 20:14:22,belleza-y-cuidado,entusiasmo,63,2021-10-24 20:14:22,13,positive
ely&e♾️🥰,ely_amor.e7,mira,0,0,1633894438,2021-10-10 14:33:58,belleza-y-cuidado,entusiasmo,17,2021-10-10 14:33:58,1,neutral
Johana Sierra,johana_sierra16,que opinas de los productos de milagros?,0,0,1633893670,2021-10-10 14:21:10,belleza-y-cuidado,testimonio,40,2021-10-10 14:21:10,7,neutral
user4462978017248,love_fer3,Se utiliza dos veces por semana 😌,0,0,1635128600,2021-10-24 21:23:20,belleza-y-cuidado,entusiasmo,33,2021-10-24 21:23:20,7,neutral
alejandra.p.medela,pachemari12,Bla bla blaa. Yo amo el nutribela hidrata muchísimo lo super mega recomiendo siempre usar de medios a puntas 🥰,0,0,1635128653,2021-10-24 21:24:13,belleza-y-cuidado,testimonio,110,2021-10-24 21:24:13,20,positive
ig @jenifermhc,jeniferhc99,"Noveeex, useen noveeex",0,0,1635129623,2021-10-24 21:40:23,belleza-y-cuidado,entusiasmo,22,2021-10-24 21:40:23,3,neutral
Maria Hernándezz,mariavalderramahernannn,cada vez que uso nutribela no se por que pero me da una horrible alergia 🥺 ya no lo usaré más 😬😬,0,0,1635129802,2021-10-24 21:43:22,belleza-y-cuidado,testimonio,96,2021-10-24 21:43:22,22,negative
🎖️🥸,xurit89,"Hola que tal son los productos de Sonia vega, en especial el de coco. Gracias",0,0,1633893280,2021-10-10 14:14:40,belleza-y-cuidado,testimonio,77,2021-10-10 14:14:40,15,neutral
indianavalentina01,indianavalentina01,Hola y que opinas de la marca Novex???,0,0,1635131010,2021-10-24 22:03:30,belleza-y-cuidado,queja,38,2021-10-24 22:03:30,8,neutral
jazmínrr,jazminrr1,ahora cual mascarilla recomiendas porfa 🥰,0,0,1635131437,2021-10-24 22:10:37,belleza-y-cuidado,consulta,41,2021-10-24 22:10:37,6,positive
Geany 🦋,genelyg27,Cuál es el producto que se debe utilizar? 🥺,0,0,1635132450,2021-10-24 22:27:30,belleza-y-cuidado,entusiasmo,43,2021-10-24 22:27:30,9,neutral
odalysprietozmua,odalysprietozmua,Yo si me di cuenta que la nutribela me ponía peor el cabello y la deje para siempre,0,0,1635132568,2021-10-24 22:29:28,belleza-y-cuidado,entusiasmo,83,2021-10-24 22:29:28,18,neutral
user4640857086219,jgenesysdaniela,"esto no le pasa a todos.... a mi me ha resultado bien, claro no lo uso semanal sino cada 15 dias",0,0,1635133221,2021-10-24 22:40:21,belleza-y-cuidado,testimonio,96,2021-10-24 22:40:21,21,neutral
Fabia,.fpmr,"tal vez a ti no te funciona!! A mi me repara muy bien el cabello, además de que la mezclo con aceite de oliva y otros producto naturales. Me va super!",0,0,1635133488,2021-10-24 22:44:48,belleza-y-cuidado,entusiasmo,150,2021-10-24 22:44:48,31,positive
Ángeles Belleza y Salud,angeles_estetica_,,0,0,1635134010,2021-10-24 22:53:30,belleza-y-cuidado,entusiasmo,13,2021-10-24 22:53:30,0,neutral
Ingri AvIla,ingriavila,que no les sirva a todas no quiere decir que sea malo 😌,0,0,1635135133,2021-10-24 23:12:13,belleza-y-cuidado,satisfaccion,55,2021-10-24 23:12:13,13,neutral
Karla,ikarla.martinez,fue el único producto que me ayudó a que mi pelo creciera. Lo uso 1 vez cada 15 días sin problema alguno,0,0,1635135998,2021-10-24 23:26:38,belleza-y-cuidado,testimonio,104,2021-10-24 23:26:38,22,neutral
Isa,isavv_ale,prueba los productos de olé capilar🥰,0,0,1633893108,2021-10-10 14:11:48,belleza-y-cuidado,testimonio,36,2021-10-10 14:11:48,6,positive
Diana,dianacarolinavm,"entonces qué usar, ayuda",0,0,1635136453,2021-10-24 23:34:13,belleza-y-cuidado,testimonio,24,2021-10-24 23:34:13,4,neutral
Fabiana 🌸,fabiana11012,recomiéndame una porfa,0,0,1635136645,2021-10-24 23:37:25,belleza-y-cuidado,entusiasmo,22,2021-10-24 23:37:25,3,neutral
Luisa Granada,lalufergraji,obvio a los 2 o 3 días hay que lavarlo d nuevo,0,0,1635137709,2021-10-24 23:55:09,belleza-y-cuidado,entusiasmo,46,2021-10-24 23:55:09,12,neutral
Jooha,jooha_ack,"Holii🥰 me podrías dar una opinión del shampoo NutriT Keratinmax por favor, lo conseguí en el Éxito.",0,0,1633893019,2021-10-10 14:10:19,belleza-y-cuidado,testimonio,99,2021-10-10 14:10:19,17,positive
Gaby Herrera Ortiz,gabyherreraortiz,Yo lo tenia echo para mi cabello. Gracias a nitrogenados mi cabello cambió hoy lo tengo suave y brillante.,0,0,1635138033,2021-10-25 00:00:33,belleza-y-cuidado,entusiasmo,106,2021-10-25 00:00:33,19,positive
Mitex Moda Estilo y Elegancia,mitexmodambato,Lo recomiendo es genial,0,0,1635138183,2021-10-25 00:03:03,belleza-y-cuidado,entusiasmo,23,2021-10-25 00:03:03,4,neutral
Araceli hernandez❤️‍🔥,aracelihernandezherrera,tiene razón 🥺,0,0,1635140181,2021-10-25 00:36:21,belleza-y-cuidado,entusiasmo,13,2021-10-25 00:36:21,3,neutral
Ximena Cardenas♡.,ximeq_2,,0,0,1635140736,2021-10-25 00:45:36,belleza-y-cuidado,entusiasmo,15,2021-10-25 00:45:36,0,neutral
stefu,danielabarrero19,,0,0,1635140840,2021-10-25 00:47:20,belleza-y-cuidado,entusiasmo,10,2021-10-25 00:47:20,0,neutral
🖤𝖄𝖀𝕽𝖄🦂,yuryc_b27,😳,0,0,1635144310,2021-10-25 01:45:10,belleza-y-cuidado,entusiasmo,15,2021-10-25 01:45:10,1,neutral
cristinarivas2015,cristinarivas2015,tenía el cabello super reseco y maltratado esta crema me ayudó muchísimo ahora tengo el cabello super suave.,0,0,1635148042,2021-10-25 02:47:22,belleza-y-cuidado,entusiasmo,108,2021-10-25 02:47:22,18,neutral
@Lubyth... 84,lubyth...84,y la caspa queda 😬,0,2,1633892592,2021-10-10 14:03:12,belleza-y-cuidado,entusiasmo,18,2021-10-10 14:03:12,5,neutral
Paola Lopez,laqpao29,total es un fraude,0,0,1635171734,2021-10-25 09:22:14,belleza-y-cuidado,entusiasmo,18,2021-10-25 09:22:14,4,neutral
Karen Payano,karenlou93,"soy de Perú y tengo el cabello teñido, y con puntas abiertas 🥺🥺🥺",0,0,1633892524,2021-10-10 14:02:04,belleza-y-cuidado,entusiasmo,64,2021-10-10 14:02:04,13,positive
MARJORIE XIMENA 🌺,majito_ximezz,"Nutribela es perfecto, definitivamente la mejor mascarilla.",0,0,1635183280,2021-10-25 12:34:40,belleza-y-cuidado,testimonio,60,2021-10-25 12:34:40,7,positive
Angelica Pérez,angelica18nails,,0,0,1635187114,2021-10-25 13:38:34,belleza-y-cuidado,entusiasmo,15,2021-10-25 13:38:34,0,neutral
🖕🏻,ani_12311,"Necesito soluciones, no problemas 😫",0,0,1635190447,2021-10-25 14:34:07,belleza-y-cuidado,entusiasmo,35,2021-10-25 14:34:07,5,negative
🌻Sol Gutierrez🌻,solgutierrezd,"Pues a mi me encanta porque lo desenredo sin peine y evita que se me caiga el cabello, pero si es así de mala, cual recomiendas? 🥺",0,0,1635191256,2021-10-25 14:47:36,belleza-y-cuidado,consulta,130,2021-10-25 14:47:36,27,neutral
Isabella💋❤️🙏,isabelamonthez,payaza,0,0,1635191508,2021-10-25 14:51:48,belleza-y-cuidado,entusiasmo,6,2021-10-25 14:51:48,1,neutral
Jone😍😊,jone091192,la llevo usando ya más de un año y amis crespos les cae súper bien y utilizo la de tapa amarilla 😌 y hast el momento estoy muy contenta,0,0,1635197372,2021-10-25 16:29:32,belleza-y-cuidado,entusiasmo,135,2021-10-25 16:29:32,29,positive
.,holyyyg2,"la verdad a mi me encantan usar este producto,pero si es verdad que al otro día mi cabello esta con las puntas abiertas y seco,pero bueno 😅",0,0,1635197439,2021-10-25 16:30:39,belleza-y-cuidado,entusiasmo,141,2021-10-25 16:30:39,27,positive
JIMT🐍🐍🌻,isabel06mina,pues llevo mucho tiempo usando nutribela y mi pelo esta bien manejable brillante y todo bien 😁,0,0,1635199018,2021-10-25 16:56:58,belleza-y-cuidado,testimonio,94,2021-10-25 16:56:58,17,positive
💖Carolina🦅❤️🐾🦴🦍🐍,carolina_caro753,con razón😒 gracias,0,0,1635199761,2021-10-25 17:09:21,belleza-y-cuidado,entusiasmo,18,2021-10-25 17:09:21,3,negative
user7346099408468,b2elkis50,A mi también me a prestado bastante me acrecido el cabello y me lo deja brillante un aroma rico y suave😃😘,0,0,1635200386,2021-10-25 17:19:46,belleza-y-cuidado,entusiasmo,105,2021-10-25 17:19:46,21,positive
ale,manzanaverde_6,A mi me sucedió exactamente lo mismo xd,0,0,1635200886,2021-10-25 17:28:06,belleza-y-cuidado,entusiasmo,39,2021-10-25 17:28:06,8,neutral
luzdarycogollo5,luzdarycogollo5,Es excelente yo también la uso,0,0,1635201214,2021-10-25 17:33:34,belleza-y-cuidado,testimonio,30,2021-10-25 17:33:34,6,neutral
yecasuarez26,yecasuarez26,"llevo tiempo usándolo y la verdad me encanta, no tienes q hablar mal del producto solo porque a ti no te funciono 😏",0,0,1635201345,2021-10-25 17:35:45,belleza-y-cuidado,queja,115,2021-10-25 17:35:45,23,neutral
Teresa Maritza Andra,tere_enterita,diga la crema para cabello riso,0,0,1635204577,2021-10-25 18:29:37,belleza-y-cuidado,entusiasmo,31,2021-10-25 18:29:37,6,neutral
Carola🎀,.carol_creaciones,lo certifico le daño el cabello a mi hija,0,0,1635207666,2021-10-25 19:21:06,belleza-y-cuidado,entusiasmo,41,2021-10-25 19:21:06,9,neutral
limardy,limardy22,yo lo llevo usando como 2 o 3 años me a caido super bien lo uso 2veces por semana..,0,0,1635214401,2021-10-25 21:13:21,belleza-y-cuidado,entusiasmo,83,2021-10-25 21:13:21,19,neutral
Johanna.M | asesora de viajes,johannamedina1997,así quede 🤡 por que lo uso ajajjaa,0,0,1635214632,2021-10-25 21:17:12,belleza-y-cuidado,testimonio,34,2021-10-25 21:17:12,8,neutral
🌘🌜❄caterin🌌🌘🌛,catirusia12,humm inagino que el.cueor cabello actua diferente en todas por que este producto me deja bien suave y brillante el cabello y ko s emaltrata,0,0,1635214821,2021-10-25 21:20:21,belleza-y-cuidado,entusiasmo,139,2021-10-25 21:20:21,25,neutral
sl,s.l1234567891011,A mí no me gusta ya porque me deja el cabello seco pero a la vez como grasoso,0,0,1635215049,2021-10-25 21:24:09,belleza-y-cuidado,entusiasmo,77,2021-10-25 21:24:09,18,neutral
🌻,martinez_12120,Puedes hablar de skala expert? Gracias,0,0,1635215135,2021-10-25 21:25:35,belleza-y-cuidado,entusiasmo,38,2021-10-25 21:25:35,6,neutral
